timestamp,cpu_load,avg_temp_cpu,cpu_numbers,IPS,CPS,queue_length,pid_count,gpu_numbers,avg_gpu_temperature,ram_percent,swap_total,swap_percent,disk_utilization,disk_latency,disk_temperature,docker_container
24-07-2023 23:19:20,0.4,,3,0.0,38.0,0.032,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:19:34,0.2,,3,35.0,617.0,0.016,361,0,,38.5,1024.0,6.5,1.7,1,,0
24-07-2023 23:19:48,0.1,,3,0.0,54.0,0.008,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:20:02,0.4,,4,0.0,58.0,0.032,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:20:16,0.2,,2,0.0,49.0,0.016,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:20:31,0.3,,3,0.0,96.0,0.024,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:20:45,0.3,,4,0.0,46.0,0.024,362,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:20:59,0.3,,3,149.0,2481.0,0.024,364,0,,38.6,1024.0,6.5,1.7,1,,0
24-07-2023 23:21:13,0.3,,3,0.0,18.0,0.024,364,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:21:27,0.4,,2,0.0,172.0,0.032,364,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:21:41,0.2,,3,0.0,63.0,0.016,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:21:55,0.3,,3,93.0,416.0,0.024,365,0,,38.6,1024.0,6.5,1.7,4,,0
24-07-2023 23:22:09,1.0,,5,0.0,24.0,0.08,367,0,,38.6,1024.0,6.5,1.7,1,,0
24-07-2023 23:22:23,0.2,,6,0.0,48.0,0.016,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:22:38,0.3,,5,0.0,60.0,0.024,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:22:52,0.4,,2,0.0,66.0,0.032,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:23:06,0.1,,4,33.0,48.0,0.008,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:23:20,0.3,,3,53.0,79.0,0.024,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:23:34,0.2,,3,21.0,467.0,0.016,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:23:48,0.3,,3,0.0,216.0,0.024,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:24:02,0.3,,3,0.0,42.0,0.024,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:24:16,0.3,,2,0.0,67.0,0.024,365,0,,38.6,1024.0,6.5,1.7,0,,0
